permit_date,status,closed_date,store_name,address,phone,latitude,longitude,multi_use,total_area
2024-06-13,영업/정상,,씨유 중구남산점,서울특별시 중구 퇴계로20길 51 (남산동2가),,450637.677297291,198751.546749946,N,3.3
2024-07-29,영업/정상,,씨유 중구KT리마크빌점,"서울특별시 중구 다산로 258, 리마크빌 동대문 1층 1-1호 (흥인동)",,451528.012185815,201400.824438273,N,95.26
2024-04-09,영업/정상,,씨유 뉴명동YWCA점,"서울특별시 중구 명동길 73, YWCA연합회 지층 107호 (명동1가)",,451344.614137454,198712.290937471,N,3.3
2023-04-27,영업/정상,,씨유신당마루점,"서울특별시 중구 퇴계로76길 31, 1층 (무학동)",,451279.926652285,201290.273538565,N,3.3
2023-05-31,영업/정상,,씨유 동대문공원역점,"서울특별시 중구 퇴계로 352-1, 1층 (신당동)",,451362.969247199,200882.345436367,N,3.3
2021-12-24,영업/정상,,씨유 회현역점,서울특별시 중구 퇴계로 48 (남창동),,450635.218626136,197989.994192851,N,3.3
2022-01-06,영업/정상,,씨유 버티고개점,"서울특별시 중구 동호로17길 271, 1층 (신당동)",,449670.613249189,200502.334376637,N,3.3
2020-06-18,영업/정상,,씨유 한국프레스센터점,"서울특별시 중구 세종대로 124, 한국프레스센터 지하1층 (태평로1가)",,451694.035675644,197964.095481472,N,3.3
2020-06-12,영업/정상,,씨유 호텔스카이파크점,"서울특별시 중구 장충단로13길 20, 현대시티타워 14층 (을지로6가)",0269528991,451817.515366883,200613.510297669,N,3.3
2021-12-01,영업/정상,,씨유 뉴을지로 파인애비뉴점,"서울특별시 중구 을지로 100, B동 지하1층 (을지로2가)",,451495.985361171,198921.241301241,N,3.3
2021-11-15,영업/정상,,씨유 남산쌍용점,"서울특별시 중구 소공로 46, B-102호 (회현동2가, 쌍용남산플래티넘)",,450791.988371166,198447.629369307,N,3.3
2021-10-21,영업/정상,,씨유 을지로타워점,"서울특별시 중구 마른내로 34, 1층 (초동)",,451328.700167218,199190.880726593,N,93.75
2020-04-17,영업/정상,,씨유 남대문로5가점,"서울특별시 중구 세종대로 8-2, 1층 (남대문로5가)",,450592.543380963,197582.794878919,N,6.66
2021-05-26,영업/정상,,씨유 중구장충점,"서울특별시 중구 장충단로8길 12, 지하1층 (장충동1가)",,451047.823957222,200559.938028293,N,3.3
2023-01-05,영업/정상,,씨유 순화점,"서울특별시 중구 통일로4길 20, 1층 (순화동)",,451324.559247525,197187.027469623,N,33.0
2022-11-30,영업/정상,,씨유 파크힐링점,"서울특별시 중구 다산로36가길 16, 1층 (신당동)",,450978.98774701,201651.672204443,N,1.0
2023-01-13,영업/정상,,씨유 동호중앙,"서울특별시 중구 동호로20길 36, 1층 (신당동)",,450807.150705091,200750.573284548,N,3.3
2025-05-14,영업/정상,,씨유 수유청년주택점,"서울특별시 강북구 도봉로81길 48, 1층 (수유동)",15773663,459193.00455182,201730.304438832,,
2021-03-25,영업/정상,,씨유호텔피제이점,"서울특별시 중구 마른내로 71, 1층 (인현동1가)",,451446.486398485,199547.388357162,N,3.3
2022-07-05,영업/정상,,씨유 약수역점,"서울특별시 중구 동호로 178, 1층 (신당동)",,450226.825477041,200945.265627675,N,1.0
2018-10-29,영업/정상,,씨유 대신파이낸스센터점,"서울특별시 중구 삼일대로 343, 대신파이낸스센터 3층 (저동1가)",02  33985407,451423.465824287,198783.220727646,N,3.3
2024-01-16,영업/정상,,씨유 현대아울렛 동대문점,"서울특별시 중구 장충단로13길 20, 현대시티타워 지1층 (을지로6가)",,451817.515366883,200613.510297669,N,3.3
2018-10-10,영업/정상,,씨유 동대입구역점,"서울특별시 중구 동호로24길 3, 성실빌딩 1층 (장충동2가)",,450781.248837516,200386.436881457,N,3.3
2021-03-18,영업/정상,,씨유 삼정아트테라스,"서울특별시 중구 서소문로 89-20, 1층 107호 (정동)",,451215.406399929,197446.325172007,N,9.9
2021-01-12,영업/정상,,씨유 남대문YG타워점,"서울특별시 중구 세종대로5길 22, 1층 (봉래동1가)",02  37895944,450745.808293456,197535.546083504,N,6.6
2021-01-13,영업/정상,,씨유 충무로티마크점,"서울특별시 중구 충무로 17, 1층 (충무로3가)",,451171.468886477,199301.799466956,N,3.3
2023-12-21,영업/정상,,씨유 을지타워점,"서울특별시 중구 을지로 29, 더존을지타워 지1층 (을지로1가)",,451576.096658087,198256.131665999,N,3.3
2019-02-22,영업/정상,,씨유트윈시티남산타워점,"서울특별시 용산구 한강대로 366, 트윈시티 남산 지하1층 B07호 (동자동)",02 3186103,449844.319841559,197525.407310462,N,9.9
2019-02-18,영업/정상,,씨유용산효창공원점,"서울특별시 용산구 효창원로66길 17, 1층 (효창동)",02 7179873,448752.029352707,196653.679343987,N,10.0
2019-04-01,영업/정상,,씨유용산해방촌오거리점,"서울특별시 용산구 신흥로18길 4, 1층 (용산동2가)",,449271.395967021,198677.986075276,N,66.0
2016-01-12,영업/정상,,씨유용산고리점,서울특별시 용산구 한강대로 270 (남영동),02 7901054,448906.295603885,197557.430886852,N,3.3
2016-09-05,영업/정상,,씨유용산후암점,"서울특별시 용산구 두텁바위로 75, 1층 (후암동)",,449356.302089952,198207.867950751,N,6.6
2011-02-10,영업/정상,,씨유용산원효로점,"서울특별시 용산구 원효로 73 (원효로4가,(지상1층))",02 7044827,447835.990370667,195698.926268495,N,3.3
2024-10-14,영업/정상,,씨유 청파점(cu),"서울특별시 용산구 청파로73나길 1, 101호 (청파동1가, 민원주택)",,449807.852993049,197049.733341553,N,7.0
2019-09-16,영업/정상,,씨유 용문시장점,"서울특별시 용산구 새창로 126, 1층 (용문동)",,448230.786024933,196467.185039191,N,3.3
2012-11-26,영업/정상,,씨유이태원힐점,"서울특별시 용산구 우사단로4길 1 (이태원동, 20-5지상1층)",02 7906455,447696.766600747,199642.109859134,N,9.09
2010-11-15,영업/정상,,씨유 이태원청화점,"서울특별시 용산구 장문로 27 (이태원동,청화아파트 상가동 102호(지상1층))",,447522.747030786,199471.30974998,N,5.0
2011-03-31,영업/정상,,씨유 이태원대림점,"서울특별시 용산구 녹사평대로 254, 상가동 1층 102호 (이태원동, 남산대림아파트)",02 7973498,448717.203676931,198942.726412646,N,10.0
2013-05-06,영업/정상,,씨유 용산자이점,"서울특별시 용산구 삼개로 60 (청암동, 181 청암자이상가 지상1층 101호,102호)",02  711 5386,448085.659475123,195266.362355276,N,3.3
2011-01-14,영업/정상,,씨유 용산게이트웨이점,"서울특별시 용산구 후암로 107, 게이트웨이타워 지상1층 (동자동)",02 7729960,450126.951675139,197593.304078325,N,3.3
2022-03-30,영업/정상,,씨유 원효로2가점,"서울특별시 용산구 원효로58길 28, 1층 (원효로2가)",02 7177539,448080.273354755,196691.508606508,N,6.0
2022-02-17,영업/정상,,씨유뉴이태원경리단점,"서울특별시 용산구 녹사평대로 220, 1층 (이태원동)",,448332.644394198,198787.624023413,N,3.3
2019-11-06,영업/정상,,씨유효창공원역점,"서울특별시 용산구 원효로71길 30, 1층 (용문동)",,448437.20047941,196708.160658358,N,3.3
2019-07-04,영업/정상,,씨유신용산래미안점,"서울특별시 용산구 한강대로 95, 지상1층 R108-1호 (한강로2가, 래미안용산 더 센트럴)",02 7983303,447430.100250997,197011.737528847,N,55.74
2014-05-14,영업/정상,,씨유 이태원하얏트점,"서울특별시 용산구 회나무로44가길 2, 1층 (이태원동)",02  38850964,448566.339800037,199503.493889291,N,6.6
2022-01-05,영업/정상,,씨유 보광오산점,"서울특별시 용산구 장문로19길 10, 1층 (보광동)",,447100.527107187,199761.407951479,N,5.0
2024-08-07,영업/정상,,씨유 용산땡땡거리점,"서울특별시 용산구 한강대로7길 39, 1층 (한강로3가)",,446989.586315512,196487.500009396,N,3.3
2023-05-19,영업/정상,,씨유 용산일번지점,"서울특별시 용산구 새창로12길 103, 2층 (산천동)",,448315.744764438,195860.633615914,N,3.3
2021-12-30,영업/정상,,씨유용산2가점,"서울특별시 용산구 소월로20길 53, 1층 (용산동2가)",,449109.482431651,198576.717792449,N,10.0
2023-03-27,영업/정상,,씨유 이태원햇살점,"서울특별시 용산구 녹사평대로40나길 53, 1층 101호 (이태원동)",,448292.621042576,198934.375408314,N,3.3
2023-02-24,영업/정상,,씨유 신용산아스테리움점,"서울특별시 용산구 한강대로30길 25, 지1층 B101호 (한강로2가, 아스테리움 용산)",,447264.444809335,197177.441827434,N,3.3
2022-11-30,영업/정상,,씨유 용산신동아,"서울특별시 용산구 이촌로 352, 신동아쇼핑 1층 120호,132호 (용산동6가)",,446114.155238838,198622.89264988,N,3.3
2021-09-23,영업/정상,,씨유 청파아세아점,"서울특별시 용산구 원효로97길 16, 1층 (청파동3가)",,448853.660137048,197249.536162989,N,3.3
2024-03-19,영업/정상,,씨유 한강르네상스 이촌 2호점(CU),서울특별시 용산구 서빙고로62길 5-486 (이촌동),,446114.125235545,197329.192480831,N,3.3
2024-03-05,영업/정상,,씨유(CU)용산파크자이점,"서울특별시 용산구 한강대로 205, 1층 D8호 (한강로1가, 용산파크자이)",,448264.322314594,197514.145785647,N,3.3
2024-02-07,영업/정상,,씨유 이태원2동점,"서울특별시 용산구 회나무로13가길 41, 1층 (이태원동)",,448752.686364144,199216.466246624,N,1.0
2022-09-26,영업/정상,,씨유 용산열정도점,"서울특별시 용산구 원효로90길 16, 1층 (원효로1가)",,448591.234018894,197250.184647245,N,3.3
2022-07-25,영업/정상,,씨유(CU) 용산리버힐삼성점,"서울특별시 용산구 효창원로 17, 분산상가동 102,103,104호 (산천동, 리버힐삼성아파트)",,448084.894977065,195563.535062555,N,3.3
2023-11-24,영업/정상,,씨유 용산프레지던트점,"서울특별시 용산구 이태원로4길 30, 1층 101호 (한강로1가, 혜전약국)",,447888.672064306,197750.29782569,N,3.3
2024-11-25,영업/정상,,씨유 유엔빌리지점(cu),"서울특별시 용산구 유엔빌리지1길 2, 1층 (한남동)",,447855.635811062,200806.372578114,N,7.0
2025-01-24,영업/정상,,씨유 숙대누리점,"서울특별시 용산구 백범로79길 110, 1층 (청파동3가)",,449017.748748651,196839.532807599,N,7.0
2024-12-23,영업/정상,,씨유(CU) 한남중앙점,"서울특별시 용산구 독서당로14길 50, 1층 (한남동)",,447635.734399045,200695.668376687,N,7.0
2023-11-02,영업/정상,,씨유 왕십리현대점,"서울특별시 성동구 난계로 97-2, 1층 (하왕십리동)",02  15778007,450939.201039854,202015.912655571,N,3.3
2023-11-02,영업/정상,,씨유 마장센트럴점,"서울특별시 성동구 마장로42길 14, 세림아파트 지하1층 제01호 (마장동)",,451446.838500516,203922.289928058,N,3.3
2022-05-04,영업/정상,,씨유 서울숲한신더휴점,"서울특별시 성동구 고산자로 164, 상가동 1층 101호 (행당동, 서울숲한신더휴)",,450318.174459546,203133.802372323,N,3.3
2022-06-20,영업/정상,,씨유 한양사대부고점,"서울특별시 성동구 마조로14길 2, 1층 101호 (마장동)",,451207.858367946,203635.994043832,N,3.3
2021-01-04,영업/정상,,씨유 왕십리씨티점,"서울특별시 성동구 고산자로14길 26, 1층 112,113호 (행당동, 지웰홈스 왕십리)",,451242.336473299,203251.829590541,N,3.3
2018-11-28,영업/정상,,씨유 성수베스트,"서울특별시 성동구 뚝섬로5길 19, 성수3차 금호베스트빌 상가동 101호 (성수동1가)",,448856.692423963,204385.852036524,N,3.3
2018-12-24,영업/정상,,씨유 성수2가,"서울특별시 성동구 성덕정길 76, 1층 (성수동2가)",024982754,448403.223425943,204516.477168479,N,6.6
2022-07-20,영업/정상,,씨유 한양사이버대점,"서울특별시 성동구 왕십리로 220, 한양사이버대학교 사이버2관동 1층 (행당동)",,450698.570810848,203684.127182478,N,3.3
2025-02-21,영업/정상,,씨유 응봉역점,"서울특별시 성동구 고산자로 132, 1층 101호 (응봉동)",,449959.428433134,203057.920582751,N,5.0
2022-07-18,영업/정상,,씨유 응봉사랑점,"서울특별시 성동구 독서당로 381, 현대종합상가 2층 209호, 210호 (응봉동)",,449864.878502796,202665.642323691,N,3.3
2021-04-21,영업/정상,,씨유 성수한강한신점,"서울특별시 성동구 성수이로 5, 한강한신아파트 상가동 1층 (성수동2가)",,448179.869576203,204587.415225449,N,3.3
2021-04-14,영업/정상,,씨유 금호동3가점,"서울특별시 성동구 독서당로 311, 1층 (금호동3가)",,449561.724655447,202010.564823374,N,3.3
2022-10-14,영업/정상,,씨유 왕십리한신무학점,"서울특별시 성동구 왕십리로31나길 18, 6동 지1층 9호 (하왕십리동, 한신무학아파트)",,451119.619531835,202437.715224867,N,3.3
2018-09-28,영업/정상,,씨유성수하우스디,"서울특별시 성동구 성수일로10길 26, 1층 103호 (성수동2가)",,449380.324793135,204607.548949327,N,3.3
2018-09-21,영업/정상,,씨유한양대후문점,"서울특별시 성동구 사근동길 10, 1층 (행당동, 로즈빌)",,450882.288831274,203661.67891859,N,10.0
2022-11-25,영업/정상,,씨유 성수디지털타워점,"서울특별시 성동구 아차산로 49, 서울숲 코오롱디지털타워 Ⅲ 1층 106-2호 (성수동1가)",,449401.651913139,204323.651283128,N,3.3
2022-12-16,영업/정상,,씨유 상왕십리역점,"서울특별시 성동구 왕십리로 390, 노블리안오피스텔 1층 105호 (상왕십리동)",,451437.081576344,202319.174865171,N,3.3
2021-07-07,영업/정상,,씨유 행당레몬점,"서울특별시 성동구 고산자로6길 40, 행당동 레몬프라자 1층 110,111호 (행당동)",,450665.532604254,203071.959180897,N,3.3
2020-07-14,영업/정상,,씨유용답리치점,"서울특별시 성동구 용답중앙13길 11, 1층 (용답동)",,451445.610181532,204589.130497874,N,3.3
2024-02-06,영업/정상,,씨유 용답역점,서울특별시 성동구 용답19길 6-1 (용답동),,451168.913244839,204514.292718318,N,3.3
2023-03-30,영업/정상,,씨유 뉴금호삼성점,"서울특별시 성동구 금호로 64, 2층 (금호동1가)",,449647.955956036,202245.298309007,N,3.3
2020-04-17,영업/정상,,씨유 성수휴먼테코점,"서울특별시 성동구 아차산로17길 57, 1층 103호 (성수동2가)",,449482.033814702,205753.250469411,N,5.0
2024-05-22,영업/정상,,씨유 마장행운점,"서울특별시 성동구 마장로29길 55, 1층 (마장동)",,452078.645601446,203198.924898038,N,3.3
2018-08-20,영업/정상,,씨유성지아라점,"서울특별시 성동구 아차산로 135, 1층 (성수동2가)",,449090.881978408,205145.738698006,N,3.3
2024-05-08,영업/정상,,씨유 왕십리삼부점,"서울특별시 성동구 왕십리광장로 10-1, 1층 (행당동)",,450974.141663732,203156.5727439,N,3.3
2024-04-19,영업/정상,,씨유 성수성원점,"서울특별시 성동구 아차산로15길 10, 성원상떼뷰오피스텔 1층 118호,119호,120호,121호 (성수동2가)",,449050.405043668,205455.198217331,N,3.3
2023-05-11,영업/정상,,씨유 성수메타모르포점,"서울특별시 성동구 성수일로 89, Metamorpho(지식산업센터) 1층 101호 (성수동1가)",,449579.219264753,204420.278836478,N,3.3
2021-12-10,영업/정상,,씨유 왕십리큐브스테이트점,"서울특별시 성동구 무학봉28길 30, 지1층 B101호, B102호 (행당동)",,450975.039601343,202956.028592068,N,3.3
2022-01-06,영업/정상,,씨유 뚝섬동아점,"서울특별시 성동구 상원12길 6, 1층 (성수동1가)",,449782.432796763,204207.869614086,N,1.0
2022-01-17,영업/정상,,씨유 왕십리2동점,"서울특별시 성동구 무학봉길 80, 1층 (하왕십리동)",,451016.370648571,202707.475154664,N,3.3
2025-04-04,영업/정상,,씨유 진관어울림점,"서울특별시 은평구 진관3로 15-35, 제1010동 1층 106,107호 (진관동, 은평뉴타운 구파발)",,460290.216473109,193198.057696914,,
2020-02-25,영업/정상,,씨유 성수점,"서울특별시 성동구 성수일로12길 23, 1층 (성수동2가)",024992136,449563.653461136,204677.722101363,N,1.0
2019-11-28,영업/정상,,씨유 서울숲푸르지오점,"서울특별시 성동구 금호로 15, 상가동 1층 108호 (금호동4가, 서울숲푸르지오아파트)",,449166.444351709,201914.924810197,N,3.3
2019-12-20,영업/정상,,씨유 프리미어점,"서울특별시 성동구 서울숲길 51, 1층 (성수동1가)",,449552.506044137,203743.914867001,N,5.0
2017-11-09,영업/정상,,씨유 서울숲트리마제점,"서울특별시 성동구 왕십리로 16, 상가동 107호 (성수동1가, 트리마제)",02 4673356,448508.756036449,203911.513091074,N,6.6
2012-09-04,영업/정상,,씨유행당으뜸점,"서울특별시 성동구 왕십리로21길 33, 지상1층 (행당동, 297-23)",02  60520573,450837.087313592,202713.066167391,N,3.5
2012-09-04,영업/정상,,씨유 도선공원점,"서울특별시 성동구 왕십리로28길 15, 1층 (도선동, 332-1 청기와타운 103호)",000222978545,451428.66398947,202720.520872512,N,16.6
2012-11-13,영업/정상,,씨유옥수삼성점,"서울특별시 성동구 독서당로 210, 지상2층 (옥수동, 284-3)",02  22917783,449010.903492623,201186.637524973,N,6.5
2016-07-05,영업/정상,,씨유 금호두산점,"서울특별시 성동구 행당로 35, 103호,105호 (금호동1가, 금복빌딩)",,450411.463616996,202004.452300224,N,3.3
2017-09-07,영업/정상,,씨유 성수에이스타워점,"서울특별시 성동구 성수이로10길 14, 104호 (성수동2가, 에이스하이엔드 성수타워)",0264663265,448659.767345547,204948.345073119,N,6.6
2016-02-26,영업/정상,,씨유성동금호점,"서울특별시 성동구 장터길 34, 1층 (금호동4가)",0222983760,449536.6209845,201660.781574598,N,33.0
2018-07-05,영업/정상,,씨유 성동자이점,"서울특별시 성동구 고산자로2길 67, 리버자이뷰 1층 1105호 (행당동)",,450325.762102452,203317.927472762,N,6.6
2024-08-23,영업/정상,,씨유 옥수래미안리버젠점,"서울특별시 성동구 매봉길 48, 1층 107호 (옥수동)",,449381.829890148,201174.525137191,N,6.6
2024-10-08,영업/정상,,씨유 마장서울점,"서울특별시 성동구 마조로19길 17, 뉴코리아오피스텔 1층 101호 (마장동)",,451396.882123435,203426.632565381,N,3.3
2024-08-30,영업/정상,,씨유 왕십리 역사점,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 지하1층 D-01호 (행당동)",,451001.868687869,203321.562330114,N,3.3
2024-10-18,영업/정상,,씨유 뚝섬현대점,"서울특별시 성동구 상원길 47, 중앙하이츠빌 상가동 1층 104호 (성수동1가, 중앙하이츠빌)",,449514.177997578,204153.868423343,N,6.6
2022-04-15,영업/정상,,씨유 행당삼부소월점,"서울특별시 성동구 왕십리로 284, 1층 (행당동)",,450837.622653345,203194.269628402,N,3.3
2014-07-02,영업/정상,,CU 씨유 성동마장로점,"서울특별시 성동구 마장로 258, 1층 1호 (마장동, 신명스카이뷰)",,451472.640702168,203306.042412284,N,4.0
2018-05-09,영업/정상,,씨유성수연무장점,"서울특별시 성동구 연무장길 118, 1층 5호,6호,7호 (성수동2가)",,448652.471969596,205404.066881864,N,6.0
2008-08-05,영업/정상,,씨유 성수한진점,"서울특별시 성동구 뚝섬로 310, 103호 (성수동1가, 704 한진타운상가)",02  466 6768,448762.825899457,203933.697716773,N,0.0
2018-05-25,영업/정상,,씨유성수경일점,"서울특별시 성동구 성수일로 39, 경동빌딩 1층 103호 (성수동1가)",,449119.29016433,204269.337017327,N,10.0
2018-05-30,영업/정상,,씨유왕십리텐즈힐점,"서울특별시 성동구 마장로 137, 221동 1층 1137호 (상왕십리동, 텐즈힐)",,451897.581865192,202113.869605464,N,7.0
2014-05-09,영업/정상,,씨유 금호래미안점,"서울특별시 성동구 금호로 105, 지하1층 B102호 (금호동2가, 래미안하이리버 상가동)",15779621,449891.972244601,202098.97937718,N,11.0
2014-05-23,영업/정상,,씨유 송정금산점,"서울특별시 성동구 동일로 15-4, 1층 (송정동)",02 4623219,449954.002521043,206045.163471415,N,6.0
2017-01-09,영업/정상,,씨유 성수토목점,"서울특별시 성동구 뚝섬로 436, 상가동 1층 (성수동2가, 대명루첸아파트)",02  467 7579,448332.931076038,205153.796695614,N,3.3
2019-05-17,영업/정상,,씨유성수헤이루점,"서울특별시 성동구 왕십리로 64, 1층 (성수동1가)",,449004.944056713,203893.147037495,N,10.0
2019-04-26,영업/정상,,씨유 왕십리한양점,"서울특별시 성동구 마조로1길 32, 1층 (행당동)",,450885.996931257,203417.552375387,N,3.3
2019-02-14,영업/정상,,씨유현대테라스타워점,"서울특별시 성동구 연무장5가길 7, A동 102호 (성수동2가)",,449087.756734084,204669.766218859,N,10.0
2019-02-14,영업/정상,,씨유 성수협성점,"서울특별시 성동구 아차산로13길 33, 1층 (성수동2가)",,449331.50428252,205375.209288184,N,3.3
2019-01-15,영업/정상,,씨유 행당대림점,"서울특별시 성동구 난계로 56, 백합상가 1층 105호 (행당동)",,450518.084090168,202143.540876945,N,3.3
2019-01-30,영업/정상,,씨유 금호힐스테이트점,"서울특별시 성동구 금호로 40, 지하2층 9호 (금호동4가)",0222981655,449393.800969153,202277.937068105,N,3.3
2019-03-19,영업/정상,,씨유성동신한,"서울특별시 성동구 고산자로 269, 신한넥스텔 1층 102호 (도선동)",,451271.366165685,203089.863865288,N,3.3
2019-02-19,영업/정상,,씨유건대정문점,"서울특별시 광진구 아차산로39길 28, 1층 (자양동)",,448531.888451467,206661.291352999,N,6.6
2019-01-30,영업/정상,,씨유광진중곡점,"서울특별시 광진구 면목로 79, 1층 (중곡동)",02 4662680,450957.94611025,206851.323943254,N,6.6
2019-02-25,영업/정상,,씨유구의그린,"서울특별시 광진구 자양로 194, 1층 (구의동)",,449177.970798634,207482.439148904,N,6.6
2019-01-31,영업/정상,,씨유 구의본점,"서울특별시 광진구 자양로22길 51, 전진마트 1층 (구의동)",,448623.159799388,207557.79512904,N,6.6
2023-06-21,영업/정상,,씨유 자양사랑점,"서울특별시 광진구 아차산로40길 24, 1층 (자양동)",,448262.172588965,206832.760161448,N,6.6
2019-06-14,영업/정상,,씨유(CU)중곡긴고랑로점,"서울특별시 광진구 긴고랑로 162-1, 1층 (중곡동)",02 4571181,450722.635485306,208143.16145939,N,6.6
2019-06-05,영업/정상,,씨유자양진영점,"서울특별시 광진구 뚝섬로54길 31, 1층 (자양동)",,447549.307441833,207037.444943079,N,6.6
2019-05-23,영업/정상,,씨유자양써밋플레이스점,"서울특별시 광진구 뚝섬로31길 43, 조양어린이집 1층 (자양동)",,448366.788048277,205956.726633869,N,3.3
2019-05-03,영업/정상,,씨유(CU)광진군자교점,"서울특별시 광진구 동일로60길 7, 1층 (군자동)",02 4978423,450705.556769893,206465.987129025,N,6.6
2019-03-07,영업/정상,,씨유중곡본점,"서울특별시 광진구 능동로 337-1, 1층 (중곡동)",,450840.637116234,207058.338504541,N,6.6
2019-04-18,영업/정상,,씨유중곡베스트점,"서울특별시 광진구 용마산로7길 8, 천우빌딩 1층 (중곡동)",,450770.27625269,207632.878022197,N,6.6
2019-04-26,영업/정상,,씨유구의크레신점,"서울특별시 광진구 아차산로 375, 크레신타워3차 1층 101호 (구의동)",,448313.517465433,207388.308848516,N,6.6
2019-02-07,영업/정상,,씨유광진웰츠점,"서울특별시 광진구 자양로 116, 1층 116호 (구의동, 웰츠타워)",,448444.754635481,207342.766106556,N,6.6
2019-03-05,영업/정상,,씨유(cu)자양태성점,"서울특별시 광진구 뚝섬로34길 25-19, 현대10차아파트 상가동 101호 (자양동)",,447913.607015654,206161.555627037,N,6.6
2023-08-18,영업/정상,,씨유중곡오거리점,"서울특별시 광진구 긴고랑로25길 29, 종호빌딩 1층 (중곡동)",,451065.671267248,207551.031843332,N,6.6
2019-07-22,영업/정상,,씨유(CU)중곡해피점,"서울특별시 광진구 천호대로129길 29, 1층 (중곡동)",,450103.555182118,207980.954669792,N,6.6
2019-08-07,영업/정상,,씨유구의프라임점,"서울특별시 광진구 광나루로56길 29, 1층 106호 (구의동, 현대프라임아파트)",,448353.905156369,208558.286631653,N,6.6
2019-09-25,영업/정상,,씨유광진화양점,"서울특별시 광진구 광나루로16길 30, 1층 (화양동)",,449345.124037007,206009.287883166,N,6.6
2019-06-26,영업/정상,,씨유화양사랑점,"서울특별시 광진구 동일로22길 25, 정하빌딩 1층 (화양동)",02 4650744,448899.36509299,205747.182162428,N,6.6
2020-01-02,영업/정상,,씨유자양승일점,"서울특별시 광진구 자양로5길 30, 1층 101호 (자양동, 한양팰리스)",,447685.114845896,207363.444543305,N,6.0
2019-12-16,영업/정상,,씨유편의점,"서울특별시 광진구 군자로17길 41, 1층 (군자동)",,450533.841951965,206759.177763498,N,6.6
2019-10-15,영업/정상,,씨유구의베스트점,"서울특별시 광진구 구의로 68, 1층 (구의동)",,449081.590641046,207944.045277159,N,6.6
2024-11-12,영업/정상,,씨유어린이대공원중앙점,"서울특별시 광진구 능동로 216, 어린이대공원 중앙로매점 1층 (능동)",,449705.67643744,207139.204095368,N,3.3
2024-07-29,영업/정상,,씨유 구의르네점,"서울특별시 광진구 광나루로39길 7, 1층 101호 (구의동)",,449232.149796981,207799.424412026,N,3.3
2014-11-11,영업/정상,,씨유(CU)광장현대점,"서울특별시 광진구 아차산로 503, 1층 (광장동, 매장내)",02458 7603,448921.321944575,208568.939233791,N,78.0
2012-04-18,영업/정상,,씨유(CU)화양문화,"서울특별시 광진구 군자로 49, 1층 (화양동)",,449495.06302528,206134.078109767,N,3.3
2010-07-12,영업/정상,,씨유구의공원점,"서울특별시 광진구 광나루로54길 83 (구의동,(1층))",,448381.969172681,208277.000267767,N,3.3
2014-11-20,영업/정상,,씨유 자양로점,"서울특별시 광진구 자양로 234, 1층 (구의동)",0222015161,449472.71909597,207738.082768929,N,3.3
2013-05-29,영업/정상,,씨유,"서울특별시 광진구 아차산로73길 48, 1층 (광장동)",02 4532637,449392.956808326,208983.029669843,N,5.0
2009-08-06,영업/정상,,씨유광장점,서울특별시 광진구 아차산로70길 62 (광장동),02 4575657,448711.725750126,208644.819209521,N,3.24
2013-10-28,영업/정상,,씨유구의그랜드점,"서울특별시 광진구 자양로23길 78, 1층 (구의동)",02 4537343,449051.284837542,207346.767386034,N,5.0
2014-12-01,영업/정상,,씨유(CU)중곡한성점,"서울특별시 광진구 능동로59길 31, 1층 (중곡동, 마트내코너)",02  64878542,451825.378394178,207357.421085258,N,50.0
2012-12-24,영업/정상,,씨유잠실대교북단점,서울특별시 광진구 뚝섬로 681 (자양동),,447801.434169581,207440.826645691,N,5.0
2012-09-24,영업/정상,,씨유중곡중앙,"서울특별시 광진구 긴고랑로36길 71, 1층 (중곡동)",,450496.118318739,208048.168292018,N,5.0
2016-12-01,영업/정상,,씨유(CU)구의푸른점,"서울특별시 광진구 천호대로136길 16, 1층 (구의동)",02 4563063,449614.25169368,207988.711475528,N,3.3
2018-04-06,영업/정상,,씨유(cu)아차산역점,"서울특별시 광진구 자양로 276, 지하1층 (구의동)",,449793.954601879,208001.762935454,N,6.6
2013-11-25,영업/정상,,씨유 자양리안점,"서울특별시 광진구 동일로18길 11, 1층 (자양동)",02466 6888,448653.085751205,205548.689811343,N,2.0
2025-05-13,영업/정상,,씨유 M김포공항역2호점,"서울특별시 강서구 하늘길 지하 77, 김포공항역 지하4층 (방화동)",,451438.25089679,182524.823835629,,
2020-03-05,영업/정상,,씨유중곡일동점,"서울특별시 광진구 긴고랑로 25, 1층 (중곡동)",,451253.072347424,206936.996830712,N,3.3
2020-02-07,영업/정상,,씨유자양차이나점,"서울특별시 광진구 뚝섬로23가길 17, 1층 (자양동)",,448421.587155723,205711.087846204,N,6.6
2018-07-03,영업/정상,,씨유(cu)장신대점,"서울특별시 광진구 광장로 71-1, 1층 102호 (광장동)",,449501.93577192,209219.429271218,N,6.6
2018-05-28,영업/정상,,씨유중곡3동점,"서울특별시 광진구 면목로17길 6, 1층 (중곡동)",,452034.609259255,207246.402106758,N,6.6
2015-09-30,영업/정상,,씨유 뉴광진하이엘점,"서울특별시 광진구 강변역로4길 34, 1층 107호 (구의동, 강변현대하이엘)",,447993.12681343,208080.912100162,N,66.01
